Assembly	Cluster	X1	X2	ST	Country	CollectionYear	Aerobactin	Salmochelin	Species	Bla_Carb_acquired	Genotype
GCF_002970335.2_ASM297033v2_genomic.fna		-21.770610809326172	-4.258512496948242	ST258	USA	2015	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002970355.2_ASM297035v2_genomic.fna		-20.93301773071289	0.9676063656806946	ST395	USA	2015	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_002970375.3_ASM297037v3_genomic.fna		-20.856185913085938	0.8986445665359497	ST395	USA	2015	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_002970395.2_ASM297039v2_genomic.fna		-23.41468620300293	5.199831485748291	ST231	USA	2015	-	-	Klebsiella pneumoniae	OXA-232	CRKp
GCF_002970405.2_ASM297040v2_genomic.fna	D	-23.424301147460938	5.198019981384277	ST231	USA	2015	iuc 5	-	Klebsiella pneumoniae	OXA-232	CRhvKp
GCF_002970425.2_ASM297042v2_genomic.fna		-23.228466033935547	-3.382986307144165	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002970455.2_ASM297045v2_genomic.fna		-21.980382919311523	-2.9899444580078125	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002970475.2_ASM297047v2_genomic.fna		-23.189603805541992	-4.141234874725342	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002970485.2_ASM297048v2_genomic.fna		-21.980382919311523	-2.9899444580078125	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002970515.2_ASM297051v2_genomic.fna		-21.770610809326172	-4.258512496948242	ST418	USA	2013	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002970555.2_ASM297055v2_genomic.fna		-21.48105812072754	-4.288704872131348	ST418	USA	2013	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002970575.2_ASM297057v2_genomic.fna		-23.20071029663086	-4.140993595123291	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002970595.2_ASM297059v2_genomic.fna		-21.48105812072754	-4.288704872131348	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002970615.2_ASM297061v2_genomic.fna		-23.215408325195312	-4.16835880279541	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002970625.2_ASM297062v2_genomic.fna		-23.189603805541992	-4.141234874725342	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002970655.2_ASM297065v2_genomic.fna		-21.770610809326172	-4.258512496948242	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002970675.2_ASM297067v2_genomic.fna		-22.52918243408203	-3.9968626499176025	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002970715.2_ASM297071v2_genomic.fna		-21.844623565673828	3.53812575340271	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002970735.2_ASM297073v2_genomic.fna		-21.60931968688965	-2.310638189315796	ST258	USA	2012	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002970745.2_ASM297074v2_genomic.fna		-21.707530975341797	-4.851822853088379	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002970755.2_ASM297075v2_genomic.fna		-21.770610809326172	-4.258512496948242	ST418	USA	2013	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002970785.2_ASM297078v2_genomic.fna		-23.189603805541992	-4.141234874725342	ST3631	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002970815.2_ASM297081v2_genomic.fna		-23.189603805541992	-4.141234874725342	ST3631	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002970835.2_ASM297083v2_genomic.fna		-21.980382919311523	-2.9899444580078125	ST418	USA	2014	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002970855.2_ASM297085v2_genomic.fna		-21.770610809326172	-4.258512496948242	ST258	USA	2015	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002970875.2_ASM297087v2_genomic.fna		-23.002458572387695	-3.969963312149048	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002973835.2_ASM297383v2_genomic.fna		-23.189603805541992	-4.141234874725342	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002973855.2_ASM297385v2_genomic.fna		-23.07930564880371	-4.191734313964844	ST258	USA	2012	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002973875.2_ASM297387v2_genomic.fna		-23.215408325195312	-4.16835880279541	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002973895.2_ASM297389v2_genomic.fna		-23.121013641357422	-4.083469390869141	ST258	USA	2012	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002973915.2_ASM297391v2_genomic.fna		-23.205732345581055	-4.164220333099365	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002973925.2_ASM297392v2_genomic.fna		-23.121013641357422	-4.083469390869141	ST258	USA	2012	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002973955.2_ASM297395v2_genomic.fna		-23.168643951416016	-4.1230950355529785	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002973975.2_ASM297397v2_genomic.fna		-23.182416915893555	-4.131677627563477	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002973995.2_ASM297399v2_genomic.fna		-23.2066593170166	-4.158535957336426	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974005.2_ASM297400v2_genomic.fna		-23.201101303100586	-4.161002159118652	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974015.2_ASM297401v2_genomic.fna		-23.121013641357422	-4.083469390869141	ST258	USA	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974055.2_ASM297405v2_genomic.fna		-23.201101303100586	-4.161002159118652	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974075.2_ASM297407v2_genomic.fna		-23.201101303100586	-4.161002159118652	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974095.2_ASM297409v2_genomic.fna		-23.201101303100586	-4.161002159118652	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974115.2_ASM297411v2_genomic.fna		-23.205732345581055	-4.164220333099365	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974135.2_ASM297413v2_genomic.fna		-23.205732345581055	-4.164220333099365	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974155.2_ASM297415v2_genomic.fna		-23.215408325195312	-4.16835880279541	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974165.2_ASM297416v2_genomic.fna		-23.201101303100586	-4.161002159118652	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974195.2_ASM297419v2_genomic.fna		-23.205732345581055	-4.164220333099365	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974215.2_ASM297421v2_genomic.fna		-21.770610809326172	-4.258512496948242	ST258	USA	2015	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002974235.2_ASM297423v2_genomic.fna		-23.189603805541992	-4.141234874725342	ST258	USA	2015	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974255.2_ASM297425v2_genomic.fna		-23.182416915893555	-4.131677627563477	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974275.2_ASM297427v2_genomic.fna		-23.189603805541992	-4.141234874725342	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974285.2_ASM297428v2_genomic.fna		-23.201101303100586	-4.161002159118652	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974315.2_ASM297431v2_genomic.fna		-21.844623565673828	3.53812575340271	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002974335.2_ASM297433v2_genomic.fna		-23.205732345581055	-4.164220333099365	ST258	USA	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_002976515.2_ASM297651v2_genomic.fna		-21.770610809326172	-4.258512496948242	ST258	USA	2015	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_002991725.1_ASM299172v1_genomic.fna		-22.77971076965332	3.4868435859680176	ST37	China	2017	iuc 3 (truncated)	-	Klebsiella pneumoniae	-	hvKp
GCF_002992025.1_ASM299202v1_genomic.fna		-22.77971076965332	3.4868435859680176	ST37	China	2017	iuc 3 (truncated)	-	Klebsiella pneumoniae	-	hvKp
GCF_003006175.1_ASM300617v1_genomic.fna		-20.576723098754883	0.08294758945703506	ST147	Pakistan	2015	-	-	Klebsiella pneumoniae	OXA-181;OXA-181	CRKp
GCF_003010735.1_ASM301073v1_genomic.fna		-23.377891540527344	-3.1158158779144287	ST2167	missing	NA	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_003020825.1_ASM302082v1_genomic.fna		-22.675914764404297	0.49226251244544983	ST3874	Brazil	2011	-	-	Klebsiella quasipneumoniae subsp. similipneumoniae	KPC-2	CRKp
GCF_003030145.1_ASM303014v1_genomic.fna		-21.113800048828125	-3.6417953968048096	ST15	Germany	2012	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_003031325.1_ASM303132v1_genomic.fna		-22.768657684326172	1.3835986852645874	ST15	Thailand	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_003031505.1_ASM303150v1_genomic.fna		-21.674030303955078	-2.613283395767212	ST258	USA	2012	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003034385.1_ASM303438v1_genomic.fna		-21.450326919555664	0.5302030444145203	ST147	Greece	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_003034395.1_ASM303439v1_genomic.fna		-20.45522689819336	-1.6209895610809326	ST101	Greece	2015	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_003034425.1_ASM303442v1_genomic.fna		-20.399885177612305	-1.641721487045288	ST101	Greece	2016	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_003034435.1_ASM303443v1_genomic.fna		-21.452625274658203	0.5301946401596069	ST147	Greece	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_003034445.1_ASM303444v1_genomic.fna		-20.45522689819336	-1.6209895610809326	ST101	Greece	2015	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_003034485.1_ASM303448v1_genomic.fna		-21.450326919555664	0.5302030444145203	ST147	Greece	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_003034505.1_ASM303450v1_genomic.fna		-20.39577293395996	-1.6020482778549194	ST101	Greece	2016	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_003034525.1_ASM303452v1_genomic.fna		-20.405059814453125	-1.6045297384262085	ST101	Greece	2015	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_003034545.1_ASM303454v1_genomic.fna		-20.33915138244629	-1.6241170167922974	ST101	Greece	2015	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_003034565.1_ASM303456v1_genomic.fna		-21.426746368408203	0.5116312503814697	ST147	Greece	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_003036445.1_ASM303644v1_genomic.fna		-22.85077667236328	1.3732103109359741	ST2407	China	2017	-	-	Klebsiella pneumoniae	NDM-5	CRKp
GCF_003036465.1_ASM303646v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036485.1_ASM303648v1_genomic.fna		-22.503389358520508	0.8902836441993713	ST628	China	2016	-	-	Klebsiella pneumoniae	IMP-4	CRKp
GCF_003036505.1_ASM303650v1_genomic.fna		-22.539522171020508	1.0015056133270264	ST54	China	2016	-	-	Klebsiella pneumoniae	IMP-4	CRKp
GCF_003036515.1_ASM303651v1_genomic.fna		-22.71678924560547	0.7334500551223755	ST1142	China	2017	-	-	Klebsiella variicola subsp. variicola	KPC-2	CRKp
GCF_003036545.1_ASM303654v1_genomic.fna	B	-25.76943588256836	7.502901554107666	ST11	China	NA	iuc 1	-	Klebsiella pneumoniae	KPC-2	CRhvKp
GCF_003036565.1_ASM303656v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	NA	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036605.1_ASM303660v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036615.1_ASM303661v1_genomic.fna		-23.770427703857422	0.8833786845207214	ST45	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036645.1_ASM303664v1_genomic.fna		-24.778234481811523	1.1557704210281372	ST307	China	2017	-	-	Klebsiella pneumoniae	NDM-5	CRKp
GCF_003036665.1_ASM303666v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036685.1_ASM303668v1_genomic.fna		-23.770427703857422	0.8833786845207214	ST45	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036705.1_ASM303670v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036725.1_ASM303672v1_genomic.fna		-25.785043716430664	7.72130823135376	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036735.1_ASM303673v1_genomic.fna		-23.77349853515625	0.9069021940231323	ST45	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036765.1_ASM303676v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036785.1_ASM303678v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036805.1_ASM303680v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036815.1_ASM303681v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036845.1_ASM303684v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036865.1_ASM303686v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036885.1_ASM303688v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036895.1_ASM303689v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036925.1_ASM303692v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036945.1_ASM303694v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036965.1_ASM303696v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003036985.1_ASM303698v1_genomic.fna		-23.770427703857422	0.8833786845207214	ST45	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037005.2_ASM303700v2_genomic.fna		-25.793636322021484	7.269540786743164	ST11	China	NA	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037025.1_ASM303702v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	NA	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037045.1_ASM303704v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037055.1_ASM303705v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037065.1_ASM303706v1_genomic.fna		-25.793636322021484	7.269540786743164	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037105.1_ASM303710v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037125.1_ASM303712v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037145.1_ASM303714v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037165.1_ASM303716v1_genomic.fna		-24.724945068359375	1.229506015777588	ST45	China	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_003037185.1_ASM303718v1_genomic.fna	A	-25.19521713256836	8.688896179199219	ST23	China	2016	iuc 1	iro 1	Klebsiella pneumoniae	NDM-1	CRhvKp
GCF_003037205.1_ASM303720v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037225.1_ASM303722v1_genomic.fna		-22.48583221435547	4.2522358894348145	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037245.1_ASM303724v1_genomic.fna		-25.762807846069336	7.250857353210449	ST11-1LV	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037265.1_ASM303726v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037275.1_ASM303727v1_genomic.fna		-23.770427703857422	0.8833786845207214	ST45	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037305.1_ASM303730v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037325.3_ASM303732v3_genomic.fna		-25.2979679107666	7.654308795928955	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037335.1_ASM303733v1_genomic.fna		-23.694477081298828	0.8794614672660828	ST45	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037365.1_ASM303736v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037385.1_ASM303738v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037395.1_ASM303739v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037435.1_ASM303743v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037455.1_ASM303745v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	NA	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037475.1_ASM303747v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037485.1_ASM303748v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2016	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037515.1_ASM303751v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037535.1_ASM303753v1_genomic.fna		-23.770427703857422	0.8833786845207214	ST45	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037555.1_ASM303755v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037565.1_ASM303756v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037585.1_ASM303758v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037615.2_ASM303761v2_genomic.fna		-22.45252227783203	3.238532304763794	ST48	China	2017	-	-	Klebsiella pneumoniae	NDM-6	CRKp
GCF_003037655.1_ASM303765v1_genomic.fna		-22.437332153320312	3.294381618499756	ST48	China	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_003037665.1_ASM303766v1_genomic.fna		-22.437332153320312	3.294381618499756	ST48	China	2017	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_003037695.1_ASM303769v1_genomic.fna		-22.25531578063965	-2.3997442722320557	ST490	China	2016	-	-	Klebsiella pneumoniae	IMP-4	CRKp
GCF_003037715.1_ASM303771v1_genomic.fna		-23.110347747802734	1.914210557937622	ST15	China	NA	-	-	Klebsiella pneumoniae	NDM-5	CRKp
GCF_003037735.1_ASM303773v1_genomic.fna		-25.798479080200195	7.7248406410217285	ST11	China	2016	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037755.1_ASM303775v1_genomic.fna		-22.800600051879883	1.0043638944625854	ST1142	China	2017	-	-	Klebsiella variicola subsp. variicola	KPC-2	CRKp
GCF_003037775.1_ASM303777v1_genomic.fna		-22.71678924560547	0.7334500551223755	ST1142	China	2016	-	-	Klebsiella variicola subsp. variicola	KPC-2	CRKp
GCF_003037805.1_ASM303780v1_genomic.fna		-25.77245330810547	7.6722564697265625	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037835.1_ASM303783v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037855.1_ASM303785v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037865.1_ASM303786v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037895.1_ASM303789v1_genomic.fna		-23.770427703857422	0.8833786845207214	ST45	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037915.1_ASM303791v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037935.1_ASM303793v1_genomic.fna		-23.770427703857422	0.8833786845207214	ST45	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037955.1_ASM303795v1_genomic.fna		-25.793636322021484	7.269540786743164	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037975.1_ASM303797v1_genomic.fna		-23.770427703857422	0.8833786845207214	ST45	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003037995.1_ASM303799v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003038015.1_ASM303801v1_genomic.fna		-25.77245330810547	7.6722564697265625	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003038035.1_ASM303803v1_genomic.fna		-25.77245330810547	7.6722564697265625	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003038055.1_ASM303805v1_genomic.fna		-23.715347290039062	0.8416100740432739	ST45	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003038075.1_ASM303807v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003038095.1_ASM303809v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003038115.1_ASM303811v1_genomic.fna		-21.507522583007812	-1.3641693592071533	ST307	China	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_003038135.2_ASM303813v2_genomic.fna		-25.804100036621094	7.9748759269714355	ST11	China	2016	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003038155.1_ASM303815v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003038175.1_ASM303817v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003038195.1_ASM303819v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003038215.3_ASM303821v3_genomic.fna	B	-25.557292938232422	7.466808795928955	ST11	China	2016	iuc 1	-	Klebsiella pneumoniae	KPC-2	CRhvKp
GCF_003038235.1_ASM303823v1_genomic.fna		-25.789947509765625	7.797180652618408	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003038255.1_ASM303825v1_genomic.fna		-22.44468116760254	4.224123477935791	ST11	China	2017	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003038265.1_ASM303826v1_genomic.fna		-25.793636322021484	7.269540786743164	ST11	China	2016	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_003054385.1_ASM305438v1_genomic.fna		-23.179821014404297	1.9345349073410034	ST15	China	2017	-	-	Klebsiella pneumoniae	NDM-19	CRKp
GCF_003054865.1_ASM305486v1_genomic.fna		-24.292631149291992	2.730799913406372	ST25	United Kingdom	2011	-	iro 3 (truncated)	Klebsiella pneumoniae	-	hvKp
GCF_003057155.1_ASM305715v1_genomic.fna		-22.629655838012695	-3.947878122329712	nan	Lebanon	2017	-	iro unknown	Klebsiella aerogenes	-	hvKp
GCF_003057175.1_ASM305717v1_genomic.fna		-23.514755249023438	-1.5950981378555298	nan	Lebanon	2017	-	iro unknown	Klebsiella aerogenes	-	hvKp
GCF_003057195.1_ASM305719v1_genomic.fna		-23.518600463867188	-1.563733458518982	nan	Lebanon	2017	-	iro unknown	Klebsiella aerogenes	-	hvKp
GCF_003057215.1_ASM305721v1_genomic.fna		-22.629655838012695	-3.947878122329712	nan	Lebanon	2017	-	iro unknown	Klebsiella aerogenes	-	hvKp
GCF_003057225.1_ASM305722v1_genomic.fna		-23.518600463867188	-1.563733458518982	nan	Lebanon	2017	-	iro unknown	Klebsiella aerogenes	-	hvKp
GCF_003065085.1_ASM306508v1_genomic.fna		-23.18317985534668	-3.0216848850250244	ST15-1LV	USA	2012	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_003065105.1_ASM306510v1_genomic.fna		-22.74673080444336	-2.5849952697753906	ST13	USA	2011	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_003065165.1_ASM306516v1_genomic.fna		-22.983755111694336	2.592681407928467	ST3690	USA	2012	iuc 2	iro 2	Klebsiella pneumoniae	-	hvKp
GCF_003069525.1_ASM306952v1_genomic.fna		-19.708755493164062	0.33998221158981323	ST14	missing	NA	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_003069585.1_ASM306958v1_genomic.fna		-21.20681381225586	-1.1281365156173706	ST3755	Lebanon	2016	-	-	Klebsiella pneumoniae	OXA-48	CRKp
